playlist_id,track_ids
3,10293 344 3321 13960 12111 18344 6579 752 5727 8066
6,1111 10711 11943 20169 797 17346 6954 8275 11303 14796
7,4492 20242 15935 16451 13542 362 20150 8749 5924 17780
17,9246 7416 9882 14572 16289 9655 9580 9471 18755 9847
18,18578 11951 13941 5167 7540 3865 10681 1302 2765 19191
19,3835 15773 2306 6557 18138 19411 3279 4923 16973 18906
20,7619 14591 13101 10264 1746 13139 18389 16760 19734 12880
25,4202 7077 699 3788 7545 19134 1900 2018 16866 11347
29,8001 18361 2159 3855 12075 15341 2730 56 17560 2508
34,6285 9803 1850 19540 12243 20076 7311 6951 6581 14697
36,20134 14765 13139 19939 968 18381 1144 2912 17334 3606
40,8796 8960 18418 13678 7550 15137 1723 1486 5469 15464
48,16502 12488 20515 6219 344 10848 18991 648 20526 14277
50,20037 6897 20287 13763 3074 15354 8229 6371 12963 12718
52,8838 8456 9441 19173 1935 6577 14827 11425 18254 1434
59,3624 8167 11882 13670 1300 20259 628 3860 5736 16521
60,18904 4111 5925 559 18995 17192 4916 1551 18669 13111
64,5604 15038 10089 12507 4799 6157 5726 12765 15905 6005
77,18119 6577 13188 3417 11641 12426 1461 5851 9346 7868
80,14683 16391 10203 18026 15335 3919 9670 19205 11654 7323
83,19657 2012 2736 8145 10711 4799 877 4796 7040 19214
85,5513 18381 15209 14395 14591 5576 13782 2439 9061 3245
88,4965 2765 11257 6557 17459 2984 12164 16973 19243 13259
89,18617 17774 11196 19055 2891 13250 3347 11661 18266 8160
98,9477 8342 9002 4745 1276 8033 3799 16583 2759 20461
106,14277 15474 20295 11275 1591 6103 6518 2497 14008 4060
107,15669 9710 6933 9291 2912 7903 18440 17707 15781 1626
115,12510 8145 16494 1189 14732 15187 14826 4288 8866 2919
138,19825 18856 18824 15322 11451 5149 5651 5882 10834 6137
141,18266 12563 541 19662 6253 17239 18381 4013 15578 13237
142,1300 18156 9253 9760 14243 73 16255 11133 17309 5474
143,20172 8491 4401 868 10251 14732 14277 7506 8439 2221
149,19783 13980 4364 10496 14758 5978 15570 11896 18859 3347
164,19856 8408 6408 12056 19941 3161 18599 16591 9003 1743
169,7157 19858 18615 11268 6901 14226 9982 4710 19976 6409
